order_item_id,order_id,product_id,quantity,unit_price,discount_rate,line_total
OI0009622-1,O0009622,P00064,3,48.59,0,145.77
OI0009623-1,O0009623,P00080,4,353.31,0.15,1201.25
OI0009623-2,O0009623,P00102,3,566.9,0.05,1615.66
OI0009624-1,O0009624,P00046,3,338.54,0.15,863.28
OI0009624-2,O0009624,P00135,3,217.54,0,652.62
OI0009624-3,O0009624,P00104,2,305.95,0.1,550.71
OI0009625-1,O0009625,P00222,3,36.14,0.15,92.16
OI0009625-2,O0009625,P00206,4,417.71,0,1670.84
OI0009625-3,O0009625,P00130,4,91.24,0.15,310.22
OI0009626-1,O0009626,P00160,4,455.76,0.1,1640.74
OI0009626-2,O0009626,P00214,1,86.45,0,86.45
OI0009626-3,O0009626,P00234,1,321.3,0,321.3
OI0009626-4,O0009626,P00080,4,353.31,0,1413.24
OI0009626-5,O0009626,P00025,2,564.8,0,1129.6
OI0009627-1,O0009627,P00164,2,108.9,0.1,196.02
OI0009627-2,O0009627,P00095,2,432.18,0.1,777.92
OI0009627-3,O0009627,P00067,4,142.7,0.1,513.72
OI0009627-4,O0009627,P00081,3,299.2,0.15,762.96
OI0009627-5,O0009627,P00017,1,422.6,0,422.6
OI0009627-6,O0009627,P00084,3,126.05,0,378.15
OI0009628-1,O0009628,P00154,2,670.02,0,1340.04
OI0009628-2,O0009628,P00167,2,136.77,0,273.54
OI0009628-3,O0009628,P00122,1,566.01,0,566.01
OI0009628-4,O0009628,P00063,1,263.0,0.15,223.55
OI0009629-1,O0009629,P00090,1,659.17,0,659.17
OI0009629-2,O0009629,P00022,2,156.69,0.05,297.71
OI0009629-3,O0009629,P00071,1,499.85,0.15,424.87
OI0009629-4,O0009629,P00006,1,398.0,0.1,358.2
OI0009630-1,O0009630,P00062,1,226.93,0.15,192.89
OI0009630-2,O0009630,P00063,4,263.0,0,1052.0
OI0009630-3,O0009630,P00102,4,566.9,0,2267.6
OI0009630-4,O0009630,P00130,3,91.24,0,273.72
OI0009630-5,O0009630,P00169,2,409.64,0.1,737.35
OI0009630-6,O0009630,P00015,1,389.15,0.15,330.78
OI0009631-1,O0009631,P00161,1,310.62,0,310.62
OI0009631-2,O0009631,P00138,1,291.59,0,291.59
OI0009631-3,O0009631,P00112,4,104.66,0.1,376.78
OI0009632-1,O0009632,P00078,3,254.13,0.15,648.03
OI0009632-2,O0009632,P00050,4,592.1,0,2368.4
OI0009632-3,O0009632,P00223,2,310.28,0.15,527.48
OI0009632-4,O0009632,P00123,1,127.18,0,127.18
OI0009633-1,O0009633,P00119,3,352.53,0.1,951.83
OI0009633-2,O0009633,P00170,2,454.68,0,909.36
OI0009633-3,O0009633,P00117,3,60.31,0.15,153.79
OI0009633-4,O0009633,P00131,2,558.94,0,1117.88
OI0009634-1,O0009634,P00228,3,458.55,0.05,1306.87
OI0009635-1,O0009635,P00163,1,275.84,0.05,262.05
OI0009635-2,O0009635,P00132,2,236.23,0.05,448.84
OI0009635-3,O0009635,P00029,4,274.26,0.05,1042.19
OI0009635-4,O0009635,P00225,1,683.22,0.15,580.74
OI0009635-5,O0009635,P00148,2,585.16,0.1,1053.29
OI0009636-1,O0009636,P00064,4,48.59,0.15,165.21
OI0009636-2,O0009636,P00073,1,647.91,0,647.91
OI0009637-1,O0009637,P00145,2,313.16,0,626.32
OI0009637-2,O0009637,P00091,3,58.96,0,176.88
OI0009637-3,O0009637,P00023,2,124.02,0,248.04
OI0009638-1,O0009638,P00077,3,420.44,0.1,1135.19
OI0009638-2,O0009638,P00204,2,459.04,0.1,826.27
OI0009638-3,O0009638,P00007,3,409.55,0.05,1167.22
OI0009639-1,O0009639,P00027,2,569.62,0.05,1082.28
OI0009639-2,O0009639,P00058,1,311.57,0.15,264.83
OI0009640-1,O0009640,P00167,1,136.77,0,136.77
OI0009640-2,O0009640,P00128,4,222.47,0,889.88
OI0009640-3,O0009640,P00078,4,254.13,0.05,965.69
OI0009640-4,O0009640,P00074,4,220.55,0,882.2
OI0009641-1,O0009641,P00189,4,475.06,0.05,1805.23
OI0009642-1,O0009642,P00113,1,603.62,0,603.62
OI0009642-2,O0009642,P00085,1,220.54,0,220.54
OI0009642-3,O0009642,P00187,4,419.01,0,1676.04
OI0009642-4,O0009642,P00071,4,499.85,0,1999.4
OI0009642-5,O0009642,P00234,1,321.3,0,321.3
OI0009642-6,O0009642,P00119,2,352.53,0,705.06
OI0009643-1,O0009643,P00032,1,158.94,0.15,135.1
OI0009643-2,O0009643,P00082,3,489.41,0.05,1394.82
OI0009644-1,O0009644,P00034,1,303.99,0,303.99
OI0009644-2,O0009644,P00237,1,37.64,0,37.64
OI0009645-1,O0009645,P00132,3,236.23,0.05,673.26
OI0009645-2,O0009645,P00197,1,422.25,0.05,401.14
OI0009645-3,O0009645,P00048,3,140.77,0.15,358.96
OI0009645-4,O0009645,P00104,4,305.95,0.15,1040.23
OI0009645-5,O0009645,P00157,3,511.44,0.1,1380.89
OI0009646-1,O0009646,P00088,4,318.05,0,1272.2
OI0009646-2,O0009646,P00086,3,62.83,0,188.49
OI0009646-3,O0009646,P00144,2,392.62,0.1,706.72
OI0009647-1,O0009647,P00221,4,82.8,0,331.2
OI0009647-2,O0009647,P00141,2,90.02,0.1,162.04
OI0009648-1,O0009648,P00100,2,436.62,0.05,829.58
OI0009648-2,O0009648,P00137,2,491.87,0,983.74
OI0009648-3,O0009648,P00152,1,258.82,0.05,245.88
OI0009648-4,O0009648,P00027,2,569.62,0,1139.24
OI0009649-1,O0009649,P00210,4,95.17,0.15,323.58
OI0009649-2,O0009649,P00148,4,585.16,0.1,2106.58
OI0009649-3,O0009649,P00117,3,60.31,0.05,171.88
OI0009650-1,O0009650,P00165,1,264.33,0.05,251.11
OI0009650-2,O0009650,P00129,4,603.29,0.1,2171.84
OI0009650-3,O0009650,P00054,4,432.47,0,1729.88
OI0009651-1,O0009651,P00217,2,58.31,0,116.62
OI0009651-2,O0009651,P00043,4,46.94,0,187.76
OI0009652-1,O0009652,P00159,1,310.78,0,310.78
OI0009653-1,O0009653,P00020,2,439.84,0,879.68
OI0009653-2,O0009653,P00097,1,344.74,0,344.74
OI0009654-1,O0009654,P00239,3,365.95,0,1097.85
OI0009654-2,O0009654,P00185,3,553.09,0,1659.27
OI0009654-3,O0009654,P00197,3,422.25,0.05,1203.41
OI0009655-1,O0009655,P00077,2,420.44,0.1,756.79
OI0009655-2,O0009655,P00144,4,392.62,0.05,1491.96
OI0009655-3,O0009655,P00004,1,76.59,0.15,65.1
OI0009655-4,O0009655,P00005,2,132.26,0,264.52
OI0009656-1,O0009656,P00189,2,475.06,0,950.12
OI0009656-2,O0009656,P00140,4,259.76,0,1039.04
OI0009657-1,O0009657,P00035,2,409.99,0,819.98
OI0009657-2,O0009657,P00113,1,603.62,0,603.62
OI0009657-3,O0009657,P00189,3,475.06,0.05,1353.92
OI0009658-1,O0009658,P00017,3,422.6,0,1267.8
OI0009658-2,O0009658,P00222,4,36.14,0,144.56
OI0009658-3,O0009658,P00173,4,534.3,0.1,1923.48
OI0009658-4,O0009658,P00125,3,479.1,0.15,1221.71
OI0009659-1,O0009659,P00147,4,153.52,0,614.08
OI0009659-2,O0009659,P00101,1,210.51,0.1,189.46
OI0009659-3,O0009659,P00044,1,364.31,0.05,346.09
OI0009660-1,O0009660,P00105,2,295.01,0.1,531.02
OI0009661-1,O0009661,P00058,3,311.57,0.15,794.5
OI0009661-2,O0009661,P00042,1,353.74,0.15,300.68
OI0009661-3,O0009661,P00044,2,364.31,0.1,655.76
OI0009661-4,O0009661,P00177,4,353.87,0,1415.48
OI0009661-5,O0009661,P00132,2,236.23,0,472.46
OI0009662-1,O0009662,P00041,3,176.8,0,530.4
OI0009662-2,O0009662,P00221,4,82.8,0,331.2
OI0009662-3,O0009662,P00021,1,441.58,0,441.58
OI0009662-4,O0009662,P00105,2,295.01,0.15,501.52
OI0009662-5,O0009662,P00239,2,365.95,0,731.9
OI0009663-1,O0009663,P00161,4,310.62,0,1242.48
OI0009664-1,O0009664,P00007,4,409.55,0,1638.2
OI0009664-2,O0009664,P00233,3,334.8,0.1,903.96
OI0009665-1,O0009665,P00004,3,76.59,0,229.77
OI0009665-2,O0009665,P00005,2,132.26,0,264.52
OI0009666-1,O0009666,P00032,2,158.94,0.1,286.09
OI0009667-1,O0009667,P00192,2,451.44,0.05,857.74
OI0009668-1,O0009668,P00001,1,448.19,0.15,380.96
OI0009668-2,O0009668,P00130,3,91.24,0,273.72
OI0009668-3,O0009668,P00181,4,495.62,0,1982.48
OI0009668-4,O0009668,P00212,3,140.61,0,421.83
OI0009669-1,O0009669,P00127,4,543.7,0.05,2066.06
OI0009669-2,O0009669,P00189,2,475.06,0.15,807.6
OI0009669-3,O0009669,P00083,1,102.7,0,102.7
OI0009669-4,O0009669,P00149,4,579.48,0.15,1970.23
OI0009669-5,O0009669,P00062,2,226.93,0.15,385.78
OI0009670-1,O0009670,P00171,1,93.75,0.15,79.69
OI0009671-1,O0009671,P00104,4,305.95,0.05,1162.61
OI0009671-2,O0009671,P00212,1,140.61,0,140.61
OI0009671-3,O0009671,P00109,4,309.48,0,1237.92
OI0009671-4,O0009671,P00102,1,566.9,0,566.9
OI0009672-1,O0009672,P00161,3,310.62,0.05,885.27
OI0009672-2,O0009672,P00051,3,396.74,0.15,1011.69
OI0009672-3,O0009672,P00063,4,263.0,0,1052.0
OI0009673-1,O0009673,P00016,2,419.52,0.15,713.18
OI0009673-2,O0009673,P00176,1,662.84,0,662.84
OI0009673-3,O0009673,P00035,2,409.99,0,819.98
OI0009673-4,O0009673,P00131,2,558.94,0,1117.88
OI0009673-5,O0009673,P00201,4,328.29,0.1,1181.84
OI0009674-1,O0009674,P00181,3,495.62,0.1,1338.17
OI0009674-2,O0009674,P00108,1,415.82,0.15,353.45
OI0009675-1,O0009675,P00240,1,207.93,0,207.93
OI0009675-2,O0009675,P00208,4,192.16,0,768.64
OI0009675-3,O0009675,P00199,3,641.07,0,1923.21
OI0009675-4,O0009675,P00155,2,589.47,0,1178.94
OI0009675-5,O0009675,P00126,2,180.97,0,361.94
OI0009675-6,O0009675,P00195,1,341.87,0,341.87
OI0009676-1,O0009676,P00081,2,299.2,0,598.4
OI0009676-2,O0009676,P00101,1,210.51,0,210.51
OI0009676-3,O0009676,P00057,3,94.36,0,283.08
OI0009676-4,O0009676,P00002,2,89.89,0.1,161.8
OI0009677-1,O0009677,P00141,4,90.02,0,360.08
OI0009678-1,O0009678,P00040,2,563.92,0.05,1071.45
OI0009678-2,O0009678,P00209,4,362.25,0.05,1376.55
OI0009678-3,O0009678,P00051,4,396.74,0,1586.96
OI0009679-1,O0009679,P00132,2,236.23,0,472.46
OI0009679-2,O0009679,P00074,2,220.55,0,441.1
OI0009679-3,O0009679,P00015,4,389.15,0.1,1400.94
OI0009679-4,O0009679,P00100,3,436.62,0.15,1113.38
OI0009680-1,O0009680,P00193,1,347.75,0,347.75
OI0009680-2,O0009680,P00096,4,386.0,0.1,1389.6
OI0009680-3,O0009680,P00213,1,152.18,0,152.18
OI0009680-4,O0009680,P00098,4,78.31,0,313.24
OI0009680-5,O0009680,P00131,4,558.94,0,2235.76
OI0009681-1,O0009681,P00121,4,126.69,0.15,430.75
OI0009682-1,O0009682,P00035,4,409.99,0.05,1557.96
OI0009683-1,O0009683,P00204,4,459.04,0.05,1744.35
OI0009683-2,O0009683,P00017,4,422.6,0,1690.4
OI0009683-3,O0009683,P00211,4,392.42,0,1569.68
OI0009683-4,O0009683,P00111,1,100.81,0,100.81
OI0009684-1,O0009684,P00133,3,507.95,0.1,1371.46
OI0009685-1,O0009685,P00162,4,436.66,0,1746.64
OI0009686-1,O0009686,P00211,2,392.42,0.15,667.11
OI0009687-1,O0009687,P00097,2,344.74,0.15,586.06
OI0009687-2,O0009687,P00221,1,82.8,0,82.8
OI0009687-3,O0009687,P00016,1,419.52,0,419.52
OI0009687-4,O0009687,P00192,4,451.44,0.15,1534.9
OI0009687-5,O0009687,P00095,4,432.18,0.05,1642.28
OI0009688-1,O0009688,P00095,3,432.18,0,1296.54
OI0009689-1,O0009689,P00114,4,572.11,0,2288.44
OI0009690-1,O0009690,P00239,3,365.95,0,1097.85
OI0009691-1,O0009691,P00208,3,192.16,0,576.48
OI0009691-2,O0009691,P00152,3,258.82,0.05,737.64
OI0009692-1,O0009692,P00231,2,288.32,0.05,547.81
OI0009692-2,O0009692,P00040,4,563.92,0,2255.68
OI0009693-1,O0009693,P00229,3,584.2,0,1752.6
OI0009693-2,O0009693,P00032,4,158.94,0,635.76
OI0009694-1,O0009694,P00155,1,589.47,0,589.47
OI0009695-1,O0009695,P00005,2,132.26,0.15,224.84
OI0009696-1,O0009696,P00190,2,243.09,0.15,413.25
OI0009696-2,O0009696,P00079,3,291.37,0.15,742.99
OI0009696-3,O0009696,P00128,2,222.47,0.15,378.2
OI0009696-4,O0009696,P00036,4,50.67,0,202.68
OI0009696-5,O0009696,P00149,2,579.48,0.15,985.12
OI0009696-6,O0009696,P00050,4,592.1,0.05,2249.98
OI0009697-1,O0009697,P00110,3,347.56,0,1042.68
OI0009697-2,O0009697,P00180,3,580.5,0.05,1654.42
OI0009698-1,O0009698,P00020,1,439.84,0,439.84
OI0009698-2,O0009698,P00077,4,420.44,0,1681.76
OI0009698-3,O0009698,P00051,4,396.74,0,1586.96
OI0009699-1,O0009699,P00121,4,126.69,0,506.76
OI0009700-1,O0009700,P00104,4,305.95,0.05,1162.61
OI0009701-1,O0009701,P00069,2,275.78,0.05,523.98
OI0009702-1,O0009702,P00105,2,295.01,0.05,560.52
OI0009702-2,O0009702,P00152,1,258.82,0.1,232.94
OI0009702-3,O0009702,P00073,2,647.91,0,1295.82
OI0009702-4,O0009702,P00226,1,270.73,0.15,230.12
OI0009702-5,O0009702,P00117,2,60.31,0.1,108.56
OI0009703-1,O0009703,P00192,1,451.44,0.1,406.3
OI0009703-2,O0009703,P00144,2,392.62,0.1,706.72
OI0009704-1,O0009704,P00116,1,67.53,0.05,64.15
OI0009705-1,O0009705,P00005,2,132.26,0,264.52
OI0009705-2,O0009705,P00165,2,264.33,0,528.66
OI0009705-3,O0009705,P00061,4,422.21,0,1688.84
OI0009705-4,O0009705,P00180,2,580.5,0,1161.0
OI0009705-5,O0009705,P00153,3,220.94,0,662.82
OI0009705-6,O0009705,P00152,2,258.82,0.15,439.99
OI0009706-1,O0009706,P00001,1,448.19,0.05,425.78
OI0009706-2,O0009706,P00098,2,78.31,0,156.62
OI0009706-3,O0009706,P00085,4,220.54,0,882.16
OI0009706-4,O0009706,P00042,4,353.74,0,1414.96
OI0009707-1,O0009707,P00136,4,24.95,0,99.8
OI0009707-2,O0009707,P00106,3,487.11,0,1461.33
OI0009707-3,O0009707,P00181,1,495.62,0.05,470.84
OI0009707-4,O0009707,P00069,2,275.78,0.1,496.4
OI0009708-1,O0009708,P00176,4,662.84,0,2651.36
OI0009708-2,O0009708,P00112,3,104.66,0,313.98
OI0009709-1,O0009709,P00109,1,309.48,0.15,263.06
OI0009709-2,O0009709,P00158,3,157.69,0.05,449.42
OI0009709-3,O0009709,P00210,1,95.17,0,95.17
OI0009710-1,O0009710,P00022,3,156.69,0.15,399.56
OI0009710-2,O0009710,P00091,1,58.96,0,58.96
OI0009710-3,O0009710,P00221,2,82.8,0.05,157.32
OI0009711-1,O0009711,P00003,4,232.09,0.1,835.52
OI0009711-2,O0009711,P00200,3,630.23,0.1,1701.62
OI0009711-3,O0009711,P00184,1,308.0,0.05,292.6
OI0009711-4,O0009711,P00139,1,365.53,0.15,310.7
OI0009711-5,O0009711,P00057,1,94.36,0.15,80.21
OI0009711-6,O0009711,P00110,3,347.56,0.1,938.41
OI0009712-1,O0009712,P00169,4,409.64,0,1638.56
OI0009712-2,O0009712,P00129,4,603.29,0,2413.16
OI0009712-3,O0009712,P00099,2,545.66,0,1091.32
OI0009713-1,O0009713,P00176,2,662.84,0,1325.68
OI0009713-2,O0009713,P00183,3,316.76,0,950.28
OI0009713-3,O0009713,P00178,4,540.49,0.15,1837.67
OI0009714-1,O0009714,P00098,3,78.31,0.05,223.18
OI0009714-2,O0009714,P00083,3,102.7,0,308.1
OI0009715-1,O0009715,P00227,1,23.05,0,23.05
OI0009715-2,O0009715,P00059,3,467.47,0.1,1262.17
OI0009715-3,O0009715,P00163,1,275.84,0.1,248.26
OI0009716-1,O0009716,P00127,1,543.7,0,543.7
OI0009717-1,O0009717,P00094,2,513.66,0,1027.32
OI0009717-2,O0009717,P00089,4,322.62,0,1290.48
OI0009717-3,O0009717,P00009,4,79.4,0,317.6
OI0009718-1,O0009718,P00028,1,182.42,0.05,173.3
OI0009718-2,O0009718,P00183,3,316.76,0,950.28
OI0009718-3,O0009718,P00197,1,422.25,0,422.25
OI0009718-4,O0009718,P00131,2,558.94,0.1,1006.09
OI0009718-5,O0009718,P00016,3,419.52,0.05,1195.63
OI0009719-1,O0009719,P00062,2,226.93,0.1,408.47
OI0009719-2,O0009719,P00181,4,495.62,0.15,1685.11
OI0009719-3,O0009719,P00065,1,270.78,0.05,257.24
OI0009720-1,O0009720,P00053,1,366.73,0,366.73
OI0009720-2,O0009720,P00051,3,396.74,0,1190.22
OI0009720-3,O0009720,P00124,4,384.42,0,1537.68
OI0009720-4,O0009720,P00129,4,603.29,0,2413.16
OI0009721-1,O0009721,P00234,1,321.3,0,321.3
OI0009721-2,O0009721,P00075,4,549.38,0,2197.52
OI0009722-1,O0009722,P00014,3,131.81,0.15,336.12
OI0009722-2,O0009722,P00016,4,419.52,0,1678.08
OI0009723-1,O0009723,P00053,1,366.73,0.15,311.72
OI0009724-1,O0009724,P00116,3,67.53,0,202.59
OI0009724-2,O0009724,P00119,2,352.53,0,705.06
OI0009724-3,O0009724,P00113,4,603.62,0,2414.48
OI0009724-4,O0009724,P00227,2,23.05,0.05,43.8
OI0009725-1,O0009725,P00193,2,347.75,0.15,591.17
OI0009725-2,O0009725,P00053,4,366.73,0.1,1320.23
OI0009725-3,O0009725,P00169,1,409.64,0.15,348.19
OI0009725-4,O0009725,P00172,4,359.05,0.05,1364.39
OI0009726-1,O0009726,P00012,4,593.99,0.15,2019.57
OI0009726-2,O0009726,P00211,2,392.42,0.15,667.11
OI0009727-1,O0009727,P00186,1,258.16,0,258.16
OI0009727-2,O0009727,P00090,1,659.17,0.1,593.25
OI0009727-3,O0009727,P00016,3,419.52,0.1,1132.7
OI0009727-4,O0009727,P00156,2,652.36,0,1304.72
OI0009727-5,O0009727,P00063,3,263.0,0.15,670.65
OI0009727-6,O0009727,P00091,3,58.96,0,176.88
OI0009728-1,O0009728,P00134,1,154.54,0,154.54
OI0009728-2,O0009728,P00022,3,156.69,0,470.07
OI0009728-3,O0009728,P00144,4,392.62,0.15,1334.91
OI0009729-1,O0009729,P00009,2,79.4,0,158.8
OI0009730-1,O0009730,P00031,2,587.52,0.1,1057.54
OI0009730-2,O0009730,P00206,2,417.71,0,835.42
OI0009731-1,O0009731,P00160,3,455.76,0.15,1162.19
OI0009732-1,O0009732,P00215,1,105.44,0,105.44
OI0009732-2,O0009732,P00026,2,650.23,0.15,1105.39
OI0009733-1,O0009733,P00235,2,123.18,0,246.36
OI0009733-2,O0009733,P00021,1,441.58,0,441.58
OI0009733-3,O0009733,P00119,1,352.53,0,352.53
OI0009733-4,O0009733,P00216,3,133.34,0.05,380.02
OI0009734-1,O0009734,P00081,1,299.2,0,299.2
OI0009734-2,O0009734,P00054,1,432.47,0.15,367.6
OI0009735-1,O0009735,P00153,4,220.94,0,883.76
OI0009735-2,O0009735,P00028,4,182.42,0.05,693.2
OI0009735-3,O0009735,P00094,1,513.66,0,513.66
OI0009735-4,O0009735,P00205,1,141.37,0,141.37
OI0009736-1,O0009736,P00235,4,123.18,0.1,443.45
OI0009736-2,O0009736,P00064,3,48.59,0,145.77
OI0009737-1,O0009737,P00198,2,149.31,0,298.62
OI0009738-1,O0009738,P00055,4,496.42,0,1985.68
OI0009738-2,O0009738,P00012,4,593.99,0,2375.96
OI0009738-3,O0009738,P00167,2,136.77,0.15,232.51
OI0009739-1,O0009739,P00043,4,46.94,0.05,178.37
OI0009739-2,O0009739,P00178,4,540.49,0,2161.96
OI0009739-3,O0009739,P00060,4,552.88,0,2211.52
OI0009740-1,O0009740,P00121,2,126.69,0.1,228.04
OI0009740-2,O0009740,P00077,3,420.44,0.15,1072.12
OI0009740-3,O0009740,P00017,4,422.6,0.15,1436.84
OI0009741-1,O0009741,P00060,1,552.88,0.1,497.59
OI0009742-1,O0009742,P00070,2,540.32,0.1,972.58
OI0009742-2,O0009742,P00078,2,254.13,0.15,432.02
OI0009743-1,O0009743,P00131,1,558.94,0.1,503.05
OI0009743-2,O0009743,P00141,3,90.02,0,270.06
OI0009743-3,O0009743,P00230,3,464.16,0.1,1253.23
OI0009744-1,O0009744,P00126,2,180.97,0.05,343.84
OI0009744-2,O0009744,P00217,2,58.31,0,116.62
OI0009744-3,O0009744,P00044,1,364.31,0.05,346.09
OI0009744-4,O0009744,P00058,1,311.57,0,311.57
OI0009744-5,O0009744,P00136,3,24.95,0,74.85
OI0009745-1,O0009745,P00218,3,413.48,0.1,1116.4
OI0009746-1,O0009746,P00122,3,566.01,0,1698.03
OI0009746-2,O0009746,P00116,2,67.53,0,135.06
OI0009746-3,O0009746,P00226,4,270.73,0,1082.92
OI0009747-1,O0009747,P00134,4,154.54,0,618.16
OI0009748-1,O0009748,P00234,1,321.3,0,321.3
OI0009748-2,O0009748,P00136,4,24.95,0.1,89.82
OI0009748-3,O0009748,P00112,2,104.66,0.15,177.92
OI0009749-1,O0009749,P00158,1,157.69,0,157.69
OI0009749-2,O0009749,P00137,4,491.87,0.05,1869.11
OI0009750-1,O0009750,P00136,3,24.95,0.1,67.36
OI0009751-1,O0009751,P00007,3,409.55,0.1,1105.79
OI0009752-1,O0009752,P00084,2,126.05,0,252.1
OI0009752-2,O0009752,P00117,2,60.31,0.05,114.59
OI0009753-1,O0009753,P00164,2,108.9,0,217.8
OI0009754-1,O0009754,P00070,1,540.32,0,540.32
OI0009755-1,O0009755,P00203,3,147.18,0,441.54
OI0009756-1,O0009756,P00084,3,126.05,0.1,340.33
OI0009757-1,O0009757,P00201,2,328.29,0.1,590.92
OI0009758-1,O0009758,P00196,1,128.28,0,128.28
OI0009758-2,O0009758,P00044,1,364.31,0.05,346.09
OI0009759-1,O0009759,P00157,3,511.44,0.1,1380.89
OI0009759-2,O0009759,P00172,2,359.05,0,718.1
OI0009760-1,O0009760,P00237,3,37.64,0.15,95.98
OI0009760-2,O0009760,P00113,2,603.62,0,1207.24
OI0009760-3,O0009760,P00068,1,228.52,0.05,217.09
OI0009761-1,O0009761,P00026,1,650.23,0.1,585.21
OI0009761-2,O0009761,P00161,2,310.62,0,621.24
OI0009761-3,O0009761,P00238,3,295.8,0.15,754.29
OI0009762-1,O0009762,P00083,2,102.7,0.15,174.59
OI0009763-1,O0009763,P00035,4,409.99,0.05,1557.96
OI0009763-2,O0009763,P00070,4,540.32,0,2161.28
OI0009763-3,O0009763,P00109,3,309.48,0,928.44
OI0009764-1,O0009764,P00138,2,291.59,0,583.18
OI0009765-1,O0009765,P00059,2,467.47,0,934.94
OI0009765-2,O0009765,P00117,2,60.31,0.1,108.56
OI0009765-3,O0009765,P00184,2,308.0,0.15,523.6
OI0009765-4,O0009765,P00102,4,566.9,0.05,2154.22
OI0009765-5,O0009765,P00055,4,496.42,0,1985.68
OI0009766-1,O0009766,P00034,4,303.99,0.05,1155.16
OI0009766-2,O0009766,P00098,3,78.31,0,234.93
OI0009766-3,O0009766,P00212,4,140.61,0,562.44
OI0009767-1,O0009767,P00165,3,264.33,0.15,674.04
OI0009768-1,O0009768,P00107,1,84.89,0.05,80.65
OI0009768-2,O0009768,P00011,1,143.74,0.15,122.18
OI0009768-3,O0009768,P00180,1,580.5,0.1,522.45
OI0009769-1,O0009769,P00203,4,147.18,0,588.72
OI0009769-2,O0009769,P00217,2,58.31,0,116.62
OI0009769-3,O0009769,P00001,2,448.19,0.1,806.74
OI0009769-4,O0009769,P00114,2,572.11,0.15,972.59
OI0009770-1,O0009770,P00190,2,243.09,0,486.18
OI0009771-1,O0009771,P00040,2,563.92,0,1127.84
OI0009771-2,O0009771,P00208,1,192.16,0,192.16
OI0009771-3,O0009771,P00182,2,268.87,0,537.74
OI0009771-4,O0009771,P00003,1,232.09,0,232.09
OI0009771-5,O0009771,P00174,3,363.5,0,1090.5
OI0009772-1,O0009772,P00017,3,422.6,0,1267.8
OI0009772-2,O0009772,P00136,2,24.95,0,49.9
OI0009772-3,O0009772,P00075,3,549.38,0,1648.14
OI0009772-4,O0009772,P00100,2,436.62,0,873.24
OI0009773-1,O0009773,P00096,1,386.0,0.05,366.7
OI0009774-1,O0009774,P00200,3,630.23,0,1890.69
OI0009774-2,O0009774,P00047,2,520.8,0.1,937.44
OI0009775-1,O0009775,P00158,3,157.69,0.15,402.11
OI0009775-2,O0009775,P00122,3,566.01,0,1698.03
OI0009776-1,O0009776,P00200,3,630.23,0,1890.69
OI0009777-1,O0009777,P00161,4,310.62,0,1242.48
OI0009777-2,O0009777,P00032,1,158.94,0.05,150.99
OI0009778-1,O0009778,P00145,1,313.16,0.15,266.19
OI0009779-1,O0009779,P00021,3,441.58,0.1,1192.27
OI0009779-2,O0009779,P00198,4,149.31,0,597.24
OI0009780-1,O0009780,P00148,1,585.16,0,585.16
OI0009780-2,O0009780,P00099,2,545.66,0.15,927.62
OI0009780-3,O0009780,P00206,3,417.71,0.15,1065.16
OI0009781-1,O0009781,P00066,3,567.32,0.1,1531.76
OI0009781-2,O0009781,P00096,2,386.0,0.05,733.4
OI0009782-1,O0009782,P00222,4,36.14,0.05,137.33
OI0009782-2,O0009782,P00015,2,389.15,0,778.3
OI0009782-3,O0009782,P00145,2,313.16,0,626.32
OI0009782-4,O0009782,P00044,4,364.31,0,1457.24
OI0009783-1,O0009783,P00212,1,140.61,0.1,126.55
OI0009784-1,O0009784,P00141,4,90.02,0.05,342.08
OI0009784-2,O0009784,P00041,4,176.8,0.15,601.12
OI0009784-3,O0009784,P00043,4,46.94,0.05,178.37
OI0009784-4,O0009784,P00143,3,222.67,0,668.01
OI0009784-5,O0009784,P00075,1,549.38,0.15,466.97
OI0009784-6,O0009784,P00211,4,392.42,0,1569.68
OI0009785-1,O0009785,P00019,4,469.92,0.05,1785.7
OI0009786-1,O0009786,P00037,3,187.35,0,562.05
OI0009787-1,O0009787,P00057,2,94.36,0.05,179.28
OI0009787-2,O0009787,P00157,1,511.44,0,511.44
OI0009787-3,O0009787,P00203,3,147.18,0.15,375.31
OI0009788-1,O0009788,P00118,2,431.83,0.15,734.11
OI0009789-1,O0009789,P00132,4,236.23,0,944.92
OI0009789-2,O0009789,P00147,3,153.52,0,460.56
OI0009790-1,O0009790,P00048,1,140.77,0.05,133.73
OI0009791-1,O0009791,P00232,1,599.24,0.15,509.35
OI0009791-2,O0009791,P00215,4,105.44,0.1,379.58
OI0009791-3,O0009791,P00123,4,127.18,0,508.72
OI0009791-4,O0009791,P00144,1,392.62,0,392.62
OI0009792-1,O0009792,P00098,3,78.31,0,234.93
OI0009792-2,O0009792,P00232,4,599.24,0.1,2157.26
OI0009792-3,O0009792,P00188,3,159.06,0.1,429.46
OI0009792-4,O0009792,P00153,3,220.94,0,662.82
OI0009793-1,O0009793,P00067,3,142.7,0.1,385.29
OI0009794-1,O0009794,P00235,1,123.18,0.1,110.86
OI0009795-1,O0009795,P00084,3,126.05,0,378.15
OI0009796-1,O0009796,P00012,4,593.99,0,2375.96
OI0009797-1,O0009797,P00171,4,93.75,0.1,337.5
OI0009798-1,O0009798,P00178,1,540.49,0,540.49
