order_id,customer_id,employee_id,order_date,channel,status,subtotal,tax,shipping,total,region
O0006014,C002205,E0046,2025-08-29T18:55:46,Marketplace,Completed,4049.78,323.98,0.0,4373.76,Foothills
O0006015,C000195,E0058,2025-08-04T10:57:31,Online,Cancelled,599.22,47.94,0.0,647.16,Smoky Mountains
O0006016,C000913,E0035,2025-04-11T09:20:29,Phone,Completed,2279.49,216.55,0.0,2496.04,Coastal
O0006017,C001658,E0051,2025-09-11T13:26:27,Retail Store,Completed,6689.76,535.18,0.0,7224.94,Coastal
O0006018,C000896,E0035,2025-12-04T12:45:46,Retail Store,Completed,402.9,38.28,0.0,441.18,Foothills
O0006019,C000920,E0042,2025-06-23T09:59:52,Phone,Returned,6431.17,450.18,0.0,6881.35,Foothills
O0006020,C000294,E0007,2025-11-11T13:30:37,Retail Store,Completed,915.71,73.26,0.0,988.97,Smoky Mountains
O0006021,C001087,E0018,2025-12-06T10:07:30,Marketplace,Completed,974.95,68.25,0.0,1043.2,Coastal
O0006022,C001873,E0018,2025-11-14T14:08:50,Phone,Completed,2324.2,162.69,0.0,2486.89,Appalachian
O0006023,C001792,E0028,2025-10-08T11:22:12,Phone,Completed,3197.38,255.79,0.0,3453.17,Appalachian
O0006024,C001407,E0001,2025-01-11T14:46:00,Online,Cancelled,1602.9,112.2,0.0,1715.1,Smoky Mountains
O0006025,C000866,E0014,2025-04-15T11:17:14,Marketplace,Completed,206.42,14.45,0.0,220.87,Foothills
O0006026,C000101,E0057,2025-04-07T10:40:56,Online,Completed,1175.04,82.25,0.0,1257.29,Foothills
O0006027,C001305,E0026,2025-04-20T13:29:09,Retail Store,Completed,1134.64,90.77,0.0,1225.41,Coastal
O0006028,C002512,E0041,2025-03-01T14:11:14,Phone,Completed,2765.04,221.2,0.0,2986.24,Smoky Mountains
O0006029,C000632,E0059,2025-10-16T11:55:37,Phone,Cancelled,1435.62,100.49,0.0,1536.11,Piedmont
O0006030,C002265,E0020,2025-03-11T21:34:25,Online,Completed,101.34,8.11,0.0,109.45,Blue Ridge
O0006031,C000767,E0017,2025-12-01T15:47:24,Phone,Returned,502.33,47.72,0.0,550.05,Coastal
O0006032,C001141,E0007,2025-04-21T22:46:50,Online,Completed,2859.5,200.17,0.0,3059.67,Coastal
O0006033,C000127,E0030,2025-07-30T18:42:40,Retail Store,Completed,5440.82,435.27,0.0,5876.09,Coastal
O0006034,C000212,E0037,2025-10-11T15:41:32,Marketplace,Completed,464.91,32.54,0.0,497.45,Blue Ridge
O0006035,C000799,E0003,2025-11-04T09:20:56,Marketplace,Completed,3693.94,258.58,0.0,3952.52,Piedmont
O0006036,C000718,E0034,2025-03-31T13:11:27,Phone,Completed,983.4,68.84,0.0,1052.24,Piedmont
O0006037,C002504,E0056,2025-05-04T08:04:08,Online,Completed,1750.06,140.0,0.0,1890.06,Appalachian
O0006038,C002571,E0036,2025-12-14T18:57:47,Marketplace,Completed,2592.71,181.49,0.0,2774.2,Smoky Mountains
O0006039,C001241,E0018,2025-01-09T16:05:40,Retail Store,Completed,357.1,25.0,0.0,382.1,Piedmont
O0006040,C001169,E0006,2025-08-01T08:12:58,Retail Store,Completed,2035.24,142.47,0.0,2177.71,Blue Ridge
O0006041,C000138,E0059,2025-09-10T17:10:59,Marketplace,Completed,3231.15,306.96,0.0,3538.11,Smoky Mountains
O0006042,C000167,E0026,2025-02-07T14:11:37,Online,Completed,396.77,31.74,0.0,428.51,Foothills
O0006043,C000581,E0057,2025-08-10T14:08:36,Retail Store,Completed,4491.03,359.28,0.0,4850.31,Foothills
O0006044,C001460,E0008,2025-11-24T10:09:45,Retail Store,Completed,889.88,62.29,0.0,952.17,Appalachian
O0006045,C001305,E0034,2025-11-29T19:37:05,Retail Store,Completed,1619.83,129.59,0.0,1749.42,Coastal
O0006046,C000080,E0054,2025-11-20T03:41:47,Online,Completed,2908.27,232.66,0.0,3140.93,Appalachian
O0006047,C001257,E0035,2025-09-02T12:36:33,Marketplace,Completed,1764.47,167.62,0.0,1932.09,Blue Ridge
O0006048,C000327,E0018,2025-05-15T08:13:48,Online,Returned,180.01,17.1,0.0,197.11,Smoky Mountains
O0006049,C001237,E0004,2025-08-22T10:07:33,Retail Store,Completed,243.11,13.86,0.0,256.97,Smoky Mountains
O0006050,C000549,E0004,2025-07-07T13:38:11,Retail Store,Returned,929.48,74.36,0.0,1003.84,Coastal
O0006051,C002416,E0043,2025-10-21T19:54:22,Online,Returned,999.45,79.96,0.0,1079.41,Smoky Mountains
O0006052,C000564,E0009,2025-03-30T16:52:57,Retail Store,Completed,1462.12,138.9,0.0,1601.02,Appalachian
O0006053,C002041,E0004,2025-11-12T14:01:32,Retail Store,Completed,3052.33,244.19,0.0,3296.52,Blue Ridge
O0006054,C000780,E0040,2025-05-22T16:01:36,Retail Store,Completed,261.99,18.34,0.0,280.33,Smoky Mountains
O0006055,C002002,E0018,2025-04-16T18:45:04,Retail Store,Completed,923.05,87.69,0.0,1010.74,Foothills
O0006056,C001283,E0040,2025-08-20T12:21:05,Phone,Completed,930.84,65.16,0.0,996.0,Blue Ridge
O0006057,C001550,E0046,2025-06-19T09:27:13,Retail Store,Cancelled,1544.0,146.68,0.0,1690.68,Blue Ridge
O0006058,C002399,E0009,2025-02-21T09:54:23,Phone,Completed,489.41,39.15,0.0,528.56,Coastal
O0006059,C002206,E0006,2025-04-28T09:14:31,Retail Store,Completed,2391.25,191.3,0.0,2582.55,Piedmont
O0006060,C000864,E0045,2025-08-28T12:49:58,Retail Store,Completed,1735.03,121.45,0.0,1856.48,Blue Ridge
O0006061,C001626,E0026,2025-09-06T12:20:03,Phone,Completed,3806.19,216.95,0.0,4023.14,Smoky Mountains
O0006062,C001271,E0019,2025-04-22T17:28:15,Phone,Completed,1399.7,132.97,0.0,1532.67,Coastal
O0006063,C002525,E0045,2025-12-04T08:14:40,Phone,Completed,633.28,50.66,0.0,683.94,Piedmont
O0006064,C000811,E0030,2025-08-01T15:04:28,Phone,Completed,2369.6,189.57,0.0,2559.17,Piedmont
O0006065,C000329,E0042,2025-11-01T09:00:38,Retail Store,Completed,1145.05,108.78,0.0,1253.83,Foothills
O0006066,C002317,E0030,2025-06-13T12:08:33,Phone,Completed,3696.33,295.71,0.0,3992.04,Smoky Mountains
O0006067,C000988,E0054,2025-04-19T16:18:36,Phone,Completed,860.35,68.83,0.0,929.18,Blue Ridge
O0006068,C002437,E0036,2025-05-08T20:16:25,Marketplace,Completed,2101.04,168.08,0.0,2269.12,Piedmont
O0006069,C001126,E0028,2025-10-02T11:39:44,Retail Store,Completed,129.35,9.05,0.0,138.4,Blue Ridge
O0006070,C000856,E0003,2025-03-30T09:08:30,Phone,Completed,1916.4,134.15,0.0,2050.55,Smoky Mountains
O0006071,C002128,E0051,2025-08-07T20:24:05,Marketplace,Completed,1293.57,103.49,0.0,1397.06,Smoky Mountains
O0006072,C001601,E0003,2025-03-16T13:35:47,Online,Completed,2100.58,147.04,0.0,2247.62,Blue Ridge
O0006073,C000031,E0017,2025-11-30T19:23:30,Online,Completed,468.72,37.5,0.0,506.22,Blue Ridge
O0006074,C000943,E0054,2025-11-06T18:11:07,Marketplace,Returned,1183.42,112.42,0.0,1295.84,Appalachian
O0006075,C000190,E0059,2025-08-26T20:35:56,Marketplace,Completed,1733.18,121.32,0.0,1854.5,Foothills
O0006076,C001217,E0006,2025-12-22T15:35:12,Marketplace,Completed,1352.14,108.17,0.0,1460.31,Blue Ridge
O0006077,C001518,E0041,2025-07-20T11:01:33,Phone,Completed,874.77,69.98,0.0,944.75,Smoky Mountains
O0006078,C000312,E0018,2025-04-10T12:18:29,Retail Store,Completed,639.76,60.78,0.0,700.54,Appalachian
O0006079,C000036,E0009,2025-09-16T13:37:30,Marketplace,Returned,2017.67,141.24,0.0,2158.91,Blue Ridge
O0006080,C001817,E0026,2025-08-23T11:32:15,Marketplace,Completed,635.96,44.52,0.0,680.48,Blue Ridge
O0006081,C001072,E0017,2025-10-25T12:24:46,Phone,Completed,1183.67,82.86,0.0,1266.53,Appalachian
O0006082,C001986,E0004,2025-04-30T15:57:46,Phone,Completed,5680.39,539.64,0.0,6220.03,Blue Ridge
O0006083,C000138,E0007,2025-09-06T02:19:04,Marketplace,Completed,1097.04,104.22,0.0,1201.26,Smoky Mountains
O0006084,C001657,E0054,2025-08-05T20:01:22,Marketplace,Completed,608.72,48.7,0.0,657.42,Piedmont
O0006085,C001520,E0017,2025-10-10T11:31:51,Retail Store,Completed,2198.91,208.9,0.0,2407.81,Foothills
O0006086,C001659,E0040,2025-09-20T10:32:33,Phone,Completed,1096.59,76.76,0.0,1173.35,Coastal
O0006087,C000541,E0006,2025-04-12T16:39:04,Retail Store,Completed,1339.37,93.76,0.0,1433.13,Appalachian
O0006088,C001290,E0037,2025-06-05T16:17:08,Marketplace,Completed,205.4,14.38,0.0,219.78,Coastal
O0006089,C001147,E0060,2025-01-30T19:28:40,Retail Store,Completed,310.7,29.52,0.0,340.22,Appalachian
O0006090,C002416,E0035,2025-03-18T08:19:06,Phone,Completed,2066.07,165.29,0.0,2231.36,Smoky Mountains
O0006091,C002213,E0007,2025-01-07T19:58:23,Marketplace,Completed,447.93,31.36,0.0,479.29,Piedmont
O0006092,C000061,E0041,2025-03-11T13:41:22,Online,Completed,33.88,3.22,6.95,44.05,Piedmont
O0006093,C001620,E0008,2025-12-09T08:25:47,Phone,Completed,2161.96,172.96,0.0,2334.92,Coastal
O0006094,C000539,E0039,2025-11-26T10:14:04,Phone,Completed,2821.58,225.73,0.0,3047.31,Smoky Mountains
O0006095,C002290,E0018,2025-01-06T16:14:02,Phone,Completed,1267.04,120.37,0.0,1387.41,Appalachian
O0006096,C002572,E0026,2025-01-19T14:04:32,Phone,Completed,113.22,6.45,0.0,119.67,Piedmont
O0006097,C002474,E0039,2025-09-14T13:19:21,Marketplace,Completed,591.83,47.35,0.0,639.18,Foothills
O0006098,C001265,E0007,2025-08-31T21:57:01,Marketplace,Completed,281.84,19.73,0.0,301.57,Blue Ridge
O0006099,C000435,E0039,2025-02-11T12:11:45,Phone,Completed,1537.62,146.07,0.0,1683.69,Smoky Mountains
O0006100,C000214,E0030,2025-11-10T16:16:51,Online,Completed,2459.78,233.68,0.0,2693.46,Foothills
O0006101,C001494,E0048,2025-04-28T13:07:58,Retail Store,Returned,345.8,19.71,0.0,365.51,Coastal
O0006102,C001764,E0042,2025-01-22T18:17:45,Marketplace,Completed,4454.61,311.82,0.0,4766.43,Coastal
O0006103,C000413,E0019,2025-03-16T18:21:50,Marketplace,Completed,921.08,52.5,0.0,973.58,Foothills
O0006104,C001766,E0030,2025-02-11T20:33:22,Marketplace,Completed,3709.63,259.67,0.0,3969.3,Appalachian
O0006105,C001461,E0026,2025-08-07T18:47:12,Retail Store,Completed,1436.2,100.53,0.0,1536.73,Blue Ridge
O0006106,C000434,E0040,2025-08-01T14:48:58,Marketplace,Completed,1216.43,97.31,0.0,1313.74,Smoky Mountains
O0006107,C001088,E0018,2025-05-26T10:26:51,Phone,Completed,2706.6,189.46,0.0,2896.06,Coastal
O0006108,C001306,E0053,2025-11-25T12:00:14,Phone,Completed,224.56,21.33,0.0,245.89,Appalachian
O0006109,C001254,E0054,2025-07-27T12:16:04,Retail Store,Completed,2350.87,223.33,0.0,2574.2,Smoky Mountains
O0006110,C000658,E0039,2025-06-29T18:27:26,Phone,Returned,3688.09,210.22,0.0,3898.31,Piedmont
O0006111,C001764,E0040,2025-11-12T16:53:30,Retail Store,Completed,4463.75,312.46,0.0,4776.21,Coastal
O0006112,C000565,E0045,2025-05-11T09:34:57,Phone,Completed,2101.74,199.67,0.0,2301.41,Smoky Mountains
O0006113,C000945,E0001,2025-01-19T10:56:12,Retail Store,Completed,4678.94,327.53,0.0,5006.47,Foothills
O0006114,C001261,E0026,2025-12-17T10:54:34,Online,Completed,1556.6,147.88,0.0,1704.48,Smoky Mountains
O0006115,C001522,E0042,2025-11-16T15:38:55,Retail Store,Completed,622.89,49.83,0.0,672.72,Smoky Mountains
O0006116,C001185,E0030,2025-01-05T20:36:35,Marketplace,Completed,1187.98,112.86,0.0,1300.84,Appalachian
O0006117,C001111,E0024,2025-01-04T18:24:30,Marketplace,Completed,595.96,47.68,0.0,643.64,Appalachian
O0006118,C002426,E0054,2025-08-21T15:46:39,Retail Store,Completed,2473.56,173.15,0.0,2646.71,Piedmont
O0006119,C001163,E0022,2025-05-15T10:41:22,Retail Store,Completed,2370.86,189.67,0.0,2560.53,Piedmont
O0006120,C002033,E0007,2025-02-12T11:32:29,Phone,Completed,680.87,64.68,0.0,745.55,Piedmont
O0006121,C000817,E0045,2025-12-21T09:33:56,Online,Completed,3415.95,239.12,0.0,3655.07,Blue Ridge
O0006122,C001904,E0057,2025-02-19T13:36:41,Online,Completed,3626.63,290.13,0.0,3916.76,Blue Ridge
O0006123,C000192,E0040,2025-07-27T13:43:57,Retail Store,Completed,4518.25,429.23,0.0,4947.48,Piedmont
O0006124,C001478,E0014,2025-04-21T11:21:39,Marketplace,Completed,1741.5,165.44,0.0,1906.94,Blue Ridge
O0006125,C002464,E0042,2025-05-07T05:28:41,Online,Returned,579.68,40.58,0.0,620.26,Blue Ridge
O0006126,C001780,E0014,2025-12-05T13:35:24,Retail Store,Completed,2791.68,195.42,0.0,2987.1,Coastal
O0006127,C002544,E0019,2025-06-17T12:55:23,Retail Store,Returned,1486.88,84.75,0.0,1571.63,Blue Ridge
O0006128,C002321,E0024,2025-03-12T10:01:32,Phone,Completed,945.73,66.2,0.0,1011.93,Blue Ridge
O0006129,C001205,E0043,2025-08-30T12:27:58,Marketplace,Completed,1766.43,123.65,0.0,1890.08,Smoky Mountains
O0006130,C001720,E0058,2025-04-27T14:11:40,Online,Completed,84.89,4.84,8.95,98.68,Blue Ridge
O0006131,C001840,E0020,2025-05-28T10:36:20,Phone,Completed,1009.14,70.64,0.0,1079.78,Foothills
O0006132,C002390,E0024,2025-04-28T17:55:23,Retail Store,Returned,4951.09,396.09,0.0,5347.18,Appalachian
O0006133,C001361,E0057,2025-06-11T15:03:40,Online,Completed,807.6,76.72,0.0,884.32,Coastal
O0006134,C000512,E0048,2025-07-20T12:22:51,Retail Store,Completed,902.88,63.2,0.0,966.08,Smoky Mountains
O0006135,C002456,E0030,2025-11-02T12:31:08,Retail Store,Completed,3691.91,258.43,0.0,3950.34,Appalachian
O0006136,C001836,E0059,2025-07-05T16:11:22,Online,Completed,248.26,19.86,0.0,268.12,Blue Ridge
O0006137,C001616,E0026,2025-07-24T14:42:29,Online,Cancelled,1140.73,91.26,0.0,1231.99,Appalachian
O0006138,C002362,E0022,2025-09-03T09:15:47,Online,Cancelled,2318.06,185.44,0.0,2503.5,Coastal
O0006139,C001583,E0051,2025-03-16T10:24:01,Phone,Completed,3701.32,351.63,0.0,4052.95,Smoky Mountains
O0006140,C002486,E0008,2025-05-23T04:39:49,Online,Completed,1112.73,89.02,0.0,1201.75,Piedmont
O0006141,C000012,E0054,2025-12-15T14:38:03,Retail Store,Completed,1207.48,68.83,0.0,1276.31,Foothills
O0006142,C000047,E0020,2025-08-13T20:44:23,Marketplace,Completed,3925.36,314.03,0.0,4239.39,Piedmont
O0006143,C000456,E0057,2025-12-22T12:07:18,Phone,Completed,1699.03,118.93,0.0,1817.96,Smoky Mountains
O0006144,C002520,E0004,2025-12-12T09:55:10,Phone,Completed,321.3,22.49,0.0,343.79,Foothills
O0006145,C000184,E0022,2025-07-09T12:28:07,Marketplace,Completed,2293.28,160.53,0.0,2453.81,Coastal
O0006146,C001132,E0045,2025-12-15T16:00:29,Phone,Returned,444.1,35.53,0.0,479.63,Appalachian
O0006147,C000238,E0003,2025-05-20T18:00:41,Marketplace,Completed,1467.94,83.67,0.0,1551.61,Piedmont
O0006148,C000786,E0009,2025-07-18T18:37:27,Retail Store,Completed,924.0,73.92,0.0,997.92,Appalachian
O0006149,C000038,E0046,2025-01-31T10:01:58,Phone,Completed,4157.42,332.59,0.0,4490.01,Coastal
O0006150,C002500,E0046,2025-09-18T12:15:54,Retail Store,Cancelled,1490.58,119.25,0.0,1609.83,Blue Ridge
O0006151,C001714,E0041,2025-04-09T17:23:28,Marketplace,Completed,464.16,37.13,0.0,501.29,Foothills
O0006152,C001438,E0043,2025-01-31T13:39:55,Retail Store,Completed,1195.76,95.66,0.0,1291.42,Appalachian
O0006153,C000103,E0059,2025-10-28T14:19:17,Phone,Completed,3733.91,298.71,0.0,4032.62,Coastal
O0006154,C001798,E0036,2025-09-03T12:14:35,Online,Completed,217.31,15.21,0.0,232.52,Foothills
O0006155,C001638,E0019,2025-01-18T11:35:21,Marketplace,Completed,1321.82,75.34,0.0,1397.16,Smoky Mountains
O0006156,C002435,E0022,2025-09-26T14:40:56,Marketplace,Returned,1251.45,71.33,0.0,1322.78,Piedmont
O0006157,C001454,E0039,2025-05-14T10:47:11,Phone,Completed,1061.08,100.8,0.0,1161.88,Blue Ridge
O0006158,C001386,E0058,2025-04-24T16:02:46,Marketplace,Completed,1275.19,102.02,0.0,1377.21,Foothills
O0006159,C000849,E0059,2025-05-24T23:02:55,Online,Completed,4479.87,255.35,0.0,4735.22,Smoky Mountains
O0006160,C002564,E0008,2025-09-11T16:07:21,Marketplace,Completed,5356.69,374.97,0.0,5731.66,Piedmont
O0006161,C001814,E0006,2025-11-15T18:22:09,Retail Store,Completed,1068.48,101.51,0.0,1169.99,Blue Ridge
O0006162,C001567,E0035,2025-01-12T16:24:58,Online,Completed,820.61,46.77,0.0,867.38,Coastal
O0006163,C001563,E0003,2025-11-27T16:58:44,Online,Completed,3215.43,183.28,0.0,3398.71,Smoky Mountains
O0006164,C000970,E0045,2025-05-23T09:17:23,Retail Store,Completed,1294.75,103.58,0.0,1398.33,Smoky Mountains
O0006165,C001637,E0054,2025-07-03T17:58:26,Marketplace,Completed,2829.5,198.07,0.0,3027.57,Foothills
O0006166,C001212,E0057,2025-10-25T00:26:11,Marketplace,Returned,2133.37,149.34,0.0,2282.71,Foothills
O0006167,C001089,E0057,2025-08-22T21:39:40,Marketplace,Completed,3025.9,242.07,0.0,3267.97,Blue Ridge
O0006168,C000578,E0039,2025-06-23T18:13:41,Retail Store,Completed,567.49,32.35,0.0,599.84,Foothills
O0006169,C002243,E0009,2025-06-07T23:42:14,Marketplace,Completed,153.52,12.28,0.0,165.8,Coastal
O0006170,C000366,E0035,2025-10-07T21:50:30,Online,Returned,2627.01,210.16,0.0,2837.17,Coastal
O0006171,C000346,E0043,2025-12-10T10:11:11,Retail Store,Completed,844.73,67.58,0.0,912.31,Coastal
O0006172,C001843,E0006,2025-03-19T12:50:58,Phone,Completed,568.48,32.4,0.0,600.88,Piedmont
O0006173,C001048,E0060,2025-06-18T17:45:30,Online,Completed,797.09,55.8,0.0,852.89,Appalachian
O0006174,C001321,E0059,2025-11-30T18:51:12,Online,Completed,1968.33,186.99,0.0,2155.32,Piedmont
O0006175,C001036,E0022,2025-02-26T21:02:02,Online,Completed,506.76,48.14,0.0,554.9,Blue Ridge
O0006176,C000761,E0020,2025-03-10T11:58:08,Retail Store,Completed,1741.5,139.32,0.0,1880.82,Piedmont
O0006177,C002248,E0026,2025-08-20T23:13:14,Marketplace,Completed,4045.41,283.18,0.0,4328.59,Appalachian
O0006178,C001800,E0045,2025-12-05T05:45:20,Online,Completed,1635.12,114.46,0.0,1749.58,Blue Ridge
O0006179,C000343,E0001,2025-07-27T09:20:36,Retail Store,Completed,1306.54,91.46,0.0,1398.0,Blue Ridge
O0006180,C000899,E0035,2025-09-01T11:13:03,Retail Store,Completed,2663.74,151.83,0.0,2815.57,Foothills
O0006181,C001675,E0036,2025-06-26T18:15:58,Phone,Returned,4161.93,332.95,0.0,4494.88,Coastal
O0006182,C000771,E0008,2025-08-11T09:19:19,Phone,Completed,2142.9,150.0,0.0,2292.9,Coastal
O0006183,C000078,E0006,2025-04-10T17:20:27,Online,Cancelled,1183.98,82.88,0.0,1266.86,Smoky Mountains
O0006184,C000380,E0043,2025-07-17T08:57:43,Phone,Completed,2529.4,240.29,0.0,2769.69,Coastal
O0006185,C001633,E0024,2025-06-13T14:46:04,Online,Completed,307.04,21.49,0.0,328.53,Appalachian
O0006186,C000137,E0057,2025-03-22T22:20:04,Online,Completed,974.33,68.2,0.0,1042.53,Smoky Mountains
O0006187,C000803,E0059,2025-02-12T11:22:26,Phone,Completed,822.78,46.9,0.0,869.68,Foothills
O0006188,C001766,E0058,2025-02-16T10:47:18,Retail Store,Completed,2992.92,209.5,0.0,3202.42,Appalachian
O0006189,C001232,E0048,2025-05-15T17:53:23,Online,Completed,1930.21,183.37,0.0,2113.58,Piedmont
O0006190,C002570,E0019,2025-09-16T19:39:29,Online,Completed,659.17,46.14,0.0,705.31,Blue Ridge
O0006191,C001939,E0036,2025-01-28T13:21:59,Phone,Completed,359.24,25.15,0.0,384.39,Blue Ridge
O0006192,C000337,E0024,2025-01-22T11:26:09,Retail Store,Completed,472.46,44.88,0.0,517.34,Foothills
O0006193,C002468,E0046,2025-10-26T11:29:53,Phone,Completed,473.12,33.12,0.0,506.24,Appalachian
O0006194,C000567,E0003,2025-02-27T19:42:14,Online,Completed,140.77,9.85,0.0,150.62,Blue Ridge
O0006195,C002432,E0018,2025-01-06T12:10:50,Phone,Completed,2982.6,208.78,0.0,3191.38,Foothills
O0006196,C001672,E0006,2025-06-14T12:34:23,Marketplace,Completed,1781.28,124.69,0.0,1905.97,Piedmont
O0006197,C002083,E0004,2025-11-07T13:18:30,Retail Store,Completed,2225.36,155.78,0.0,2381.14,Piedmont
O0006198,C001249,E0003,2025-11-04T10:38:00,Marketplace,Completed,2182.64,124.41,0.0,2307.05,Blue Ridge
O0006199,C002201,E0006,2025-07-18T00:07:07,Marketplace,Completed,3292.84,230.5,0.0,3523.34,Piedmont
O0006200,C001366,E0003,2025-12-17T09:17:01,Retail Store,Completed,958.43,67.09,0.0,1025.52,Piedmont
O0006201,C000180,E0060,2025-04-30T23:21:43,Online,Completed,2730.72,191.15,0.0,2921.87,Smoky Mountains
O0006202,C001653,E0041,2025-11-14T11:31:19,Retail Store,Completed,486.18,46.19,0.0,532.37,Coastal
O0006203,C001644,E0051,2025-03-13T22:30:02,Marketplace,Completed,3484.28,331.01,0.0,3815.29,Appalachian
O0006204,C000418,E0024,2025-12-22T03:01:54,Marketplace,Cancelled,1104.9,104.97,0.0,1209.87,Foothills
O0006205,C000496,E0006,2025-06-01T10:30:36,Retail Store,Completed,487.81,27.81,0.0,515.62,Foothills
O0006206,C000342,E0028,2025-01-13T10:28:59,Phone,Completed,962.3,91.42,0.0,1053.72,Blue Ridge
O0006207,C001178,E0008,2025-07-22T10:06:30,Phone,Completed,570.8,54.23,0.0,625.03,Coastal
O0006208,C002071,E0056,2025-06-11T08:44:55,Retail Store,Completed,2610.88,148.82,0.0,2759.7,Blue Ridge
O0006209,C001418,E0008,2025-11-06T20:29:10,Online,Completed,2224.25,155.7,0.0,2379.95,Foothills
O0006210,C001280,E0019,2025-06-10T19:14:36,Online,Completed,180.04,17.1,0.0,197.14,Coastal
O0006211,C000537,E0020,2025-06-28T14:12:01,Phone,Completed,520.8,36.46,0.0,557.26,Piedmont
O0006212,C000371,E0018,2025-01-30T23:43:06,Marketplace,Completed,1335.61,126.88,0.0,1462.49,Smoky Mountains
O0006213,C002360,E0043,2025-08-08T12:51:24,Retail Store,Completed,1725.73,120.8,0.0,1846.53,Appalachian
O0006214,C001912,E0007,2025-11-18T11:21:06,Retail Store,Completed,1261.32,100.91,0.0,1362.23,Smoky Mountains
O0006215,C001262,E0018,2025-06-10T14:22:06,Phone,Completed,345.8,32.85,0.0,378.65,Coastal
O0006216,C001072,E0034,2025-03-17T21:41:23,Marketplace,Completed,3005.72,210.4,0.0,3216.12,Appalachian
O0006217,C001654,E0006,2025-02-04T15:10:36,Phone,Completed,36.75,3.49,8.95,49.19,Coastal
O0006218,C002555,E0001,2025-08-07T16:20:11,Retail Store,Cancelled,1927.59,134.93,0.0,2062.52,Foothills
O0006219,C002225,E0017,2025-02-19T11:49:59,Retail Store,Completed,3640.88,345.88,0.0,3986.76,Foothills
O0006220,C000625,E0042,2025-07-07T09:45:49,Marketplace,Completed,2079.94,145.6,0.0,2225.54,Appalachian
O0006221,C001405,E0057,2025-01-09T12:21:41,Online,Completed,1875.05,131.25,0.0,2006.3,Foothills
O0006222,C000002,E0028,2025-09-28T10:01:06,Phone,Completed,463.87,32.47,0.0,496.34,Appalachian
O0006223,C002162,E0019,2025-07-20T09:12:20,Online,Completed,1838.93,128.73,0.0,1967.66,Blue Ridge
O0006224,C000613,E0054,2025-12-07T11:55:11,Phone,Completed,851.56,68.12,0.0,919.68,Foothills
O0006225,C002333,E0057,2025-10-01T09:15:13,Retail Store,Completed,2418.15,193.45,0.0,2611.6,Blue Ridge
O0006226,C000132,E0001,2025-06-18T11:46:59,Retail Store,Completed,4147.47,236.41,0.0,4383.88,Smoky Mountains
O0006227,C000019,E0026,2025-11-04T23:33:22,Online,Completed,1087.86,62.01,0.0,1149.87,Smoky Mountains
O0006228,C002469,E0045,2025-06-07T10:20:41,Phone,Completed,623.79,49.9,0.0,673.69,Smoky Mountains
O0006229,C000715,E0056,2025-07-11T17:30:14,Retail Store,Completed,89.62,6.27,0.0,95.89,Foothills
O0006230,C001335,E0030,2025-09-21T17:44:40,Online,Completed,1060.07,84.81,0.0,1144.88,Coastal
O0006231,C000815,E0056,2025-11-10T15:22:07,Retail Store,Completed,141.37,8.06,0.0,149.43,Appalachian
O0006232,C000134,E0001,2025-07-29T12:29:06,Marketplace,Completed,1521.36,106.5,0.0,1627.86,Smoky Mountains
O0006233,C000319,E0001,2025-07-27T16:45:20,Retail Store,Cancelled,962.05,67.34,0.0,1029.39,Smoky Mountains
O0006234,C001434,E0022,2025-07-21T17:47:39,Retail Store,Completed,718.1,40.93,0.0,759.03,Foothills
O0006235,C001230,E0040,2025-07-17T10:24:16,Marketplace,Returned,980.71,55.9,0.0,1036.61,Smoky Mountains
O0006236,C000041,E0040,2025-02-13T10:18:38,Marketplace,Completed,1548.24,108.38,0.0,1656.62,Smoky Mountains
O0006237,C002254,E0058,2025-04-16T17:15:16,Retail Store,Completed,3472.65,243.09,0.0,3715.74,Appalachian
O0006238,C001228,E0034,2025-07-27T15:29:52,Phone,Completed,1467.7,102.74,0.0,1570.44,Coastal
O0006239,C000302,E0060,2025-01-04T08:08:43,Marketplace,Completed,2267.6,215.42,0.0,2483.02,Coastal
O0006240,C001407,E0008,2025-01-28T14:39:28,Retail Store,Completed,2107.82,147.55,0.0,2255.37,Smoky Mountains
O0006241,C000363,E0057,2025-09-13T14:30:48,Retail Store,Cancelled,1479.68,140.57,0.0,1620.25,Foothills
O0006242,C000201,E0019,2025-12-10T16:37:44,Retail Store,Completed,1862.98,149.04,0.0,2012.02,Foothills
O0006243,C000564,E0026,2025-05-01T19:12:39,Online,Completed,2755.37,261.76,0.0,3017.13,Appalachian
O0006244,C002397,E0041,2025-11-07T20:38:26,Marketplace,Completed,2226.17,211.49,0.0,2437.66,Blue Ridge
O0006245,C000078,E0030,2025-05-11T11:45:21,Online,Completed,1746.48,122.25,0.0,1868.73,Smoky Mountains
O0006246,C001603,E0039,2025-04-29T14:56:19,Phone,Completed,2591.48,181.4,0.0,2772.88,Smoky Mountains
O0006247,C002432,E0041,2025-05-22T09:30:12,Retail Store,Cancelled,1759.36,123.16,0.0,1882.52,Foothills
O0006248,C002394,E0059,2025-06-04T10:49:50,Retail Store,Completed,464.18,32.49,0.0,496.67,Piedmont
O0006249,C002187,E0040,2025-05-11T15:00:54,Online,Completed,2855.65,228.45,0.0,3084.1,Foothills
