event_id	event_time	customer_id	session_id	event_type	product_id	page	device	campaign	session_duration_seconds
EV00014344	2025-03-15T19:44:06	C000114	S001773	page_view	P00129	/shop/hydration	desktop	organic	20
EV00014345	2025-09-02T00:06:36		S005298	checkout_start	P00192	/checkout	mobile	direct	241
EV00014346	2025-01-17T15:43:52		S000052	page_view	P00048	/deals	tablet	spring-trail	30
EV00014347	2025-01-28T11:17:45		S003050	page_view	P00226	/shop/tents	mobile	email-june	34
EV00014348	2025-05-04T06:39:32	C000994	S000488	page_view	P00084	/shop/outerwear	desktop	partner-guide	25
EV00014349	2025-02-20T13:32:34		S003328	search	P00116	/	tablet	spring-trail	30
EV00014350	2025-04-02T03:55:56		S008283	add_to_cart	P00135	/shop/hydration	mobile	spring-trail	176
EV00014351	2025-06-26T12:48:24	C000186	S006150	search	P00033	/search	mobile	direct	34
EV00014352	2025-03-16T19:57:02		S007927	search	P00074	/	mobile	direct	10
EV00014353	2025-01-14T08:47:58		S000892	search	P00202	/	mobile	spring-trail	24
EV00014354	2025-04-18T15:09:41	C001691	S001945	search	P00181	/search	mobile	social-retarget	16
EV00014355	2025-11-12T11:48:15	C001417	S000979	add_to_cart	P00082	/shop/outerwear	desktop	direct	59
EV00014356	2025-11-14T18:58:23	C001184	S005139	page_view	P00134	/deals	mobile	partner-guide	26
EV00014357	2025-06-04T19:15:57		S006400	page_view	P00148	/shop/hydration	desktop	social-retarget	41
EV00014358	2025-07-23T16:22:08		S000862	product_view	P00139	/shop/tents	mobile	organic	76
EV00014359	2025-12-02T14:18:46		S000948	add_to_cart	P00062	/shop/tents	mobile	organic	47
EV00014360	2025-03-13T16:03:04		S007530	search	P00009	/search	mobile	spring-trail	8
EV00014361	2025-07-23T16:33:57	C000712	S007615	support_click	P00235	/support	desktop	social-retarget	111
EV00014362	2025-07-23T13:07:40		S000952	purchase	P00104	/checkout	mobile	organic	323
EV00014363	2025-09-25T23:26:32	C001820	S003125	page_view	P00201	/shop/hydration	desktop	direct	38
EV00014364	2025-06-26T19:53:14	C001118	S004689	add_to_cart	P00239	/shop/outerwear	mobile	social-retarget	59
EV00014365	2025-02-15T11:24:58		S007153	search	P00065	/search	mobile	spring-trail	15
EV00014366	2025-03-15T07:17:05	C002232	S005764	page_view	P00227	/	desktop	direct	57
EV00014367	2025-09-29T10:47:26		S001004	checkout_start	P00001	/checkout	mobile	email-june	87
EV00014368	2025-05-31T17:25:15		S002322	page_view	P00006	/shop/sleeping-bags	mobile	spring-trail	21
EV00014369	2025-12-25T17:35:10	C001819	S004193	product_view	P00175	/shop/trail-safety	desktop	social-retarget	111
EV00014370	2025-03-23T18:29:22	C002355	S007294	page_view	P00222	/shop/hydration	desktop	organic	29
EV00014371	2025-08-20T09:14:56		S003660	add_to_cart	P00149	/shop/tents	mobile	organic	39
EV00014372	2025-09-18T11:17:41	C000095	S006624	page_view	P00131	/shop/sleeping-bags	mobile	organic	41
EV00014373	2025-02-21T12:46:58		S002956	search	P00185	/	desktop	organic	11
EV00014374	2025-08-03T15:56:27		S002571	product_view	P00223	/shop/trail-safety	mobile	direct	85
EV00014375	2025-11-16T08:37:13	C000232	S001588	search	P00144	/search	desktop	partner-guide	37
EV00014376	2025-08-07T21:50:57	C001110	S001912	page_view	P00184	/deals	mobile	social-retarget	18
EV00014377	2025-04-18T15:33:00	C000183	S002442	page_view	P00031	/shop/hydration	tablet	social-retarget	20
EV00014378	2025-11-21T12:47:23		S005251	purchase	P00044	/checkout	desktop	organic	140
EV00014379	2025-12-01T12:13:21	C002321	S008057	product_view	P00167	/shop/tents	desktop	organic	76
EV00014380	2025-04-25T21:25:09	C001103	S001532	support_click	P00148	/support	desktop	spring-trail	56
EV00014381	2025-03-11T15:04:41	C000940	S002697	add_to_cart	P00130	/shop/hydration	desktop	organic	68
EV00014382	2025-08-28T14:01:33	C001224	S000267	page_view	P00036	/shop/hydration	desktop	direct	19
EV00014383	2025-01-27T17:32:33		S008787	page_view	P00217	/shop/tents	mobile	direct	13
EV00014384	2025-02-14T18:48:49	C001973	S008982	add_to_cart	P00189	/shop/climbing-gear	mobile	partner-guide	88
EV00014385	2025-07-30T17:06:26	C001064	S000272	page_view	P00029	/shop/sleeping-bags	mobile	direct	28
EV00014386	2025-11-17T09:44:57	C000296	S004113	search	P00208	/	mobile	email-june	8
EV00014387	2025-09-22T20:38:30	C000157	S008330	add_to_cart	P00210	/shop/tents	mobile	social-retarget	38
EV00014388	2025-05-18T13:01:28	C000315	S007140	page_view	P00239	/shop/hydration	mobile	direct	17
EV00014389	2025-12-26T14:50:22	C002255	S001971	page_view	P00042	/shop/hydration	desktop	organic	33
EV00014390	2025-10-17T15:31:53	C000090	S004810	add_to_cart	P00006	/shop/sleeping-bags	desktop	organic	67
EV00014391	2025-02-12T09:17:53	C001648	S005864	search	P00166	/	mobile	direct	19
EV00014392	2025-12-03T08:39:41	C002408	S000438	page_view	P00149	/shop/climbing-gear	mobile	direct	18
EV00014393	2025-03-30T10:42:18	C000307	S005176	purchase	P00225	/checkout	desktop	email-june	663
EV00014394	2025-10-03T19:50:29	C000529	S008984	product_view	P00125	/shop/climbing-gear	mobile	organic	62
EV00014395	2025-11-25T05:41:40	C000388	S005130	product_view	P00059	/shop/tents	desktop	spring-trail	227
EV00014396	2025-03-13T09:19:39	C001314	S007893	product_view	P00192	/shop/hydration	mobile	social-retarget	64
EV00014397	2025-05-06T16:35:53		S000897	product_view	P00053	/shop/hydration	desktop	partner-guide	151
EV00014398	2025-06-21T05:59:08		S006532	search	P00238	/search	mobile	social-retarget	17
EV00014399	2025-10-17T21:39:42	C000174	S007328	product_view	P00184	/shop/trail-safety	desktop	organic	111
EV00014400	2025-12-09T14:17:40	C000391	S002193	page_view	P00084	/shop/tents	desktop	direct	36
EV00014401	2025-12-11T23:13:24	C000683	S007600	page_view	P00159	/	desktop	direct	44
EV00014402	2025-11-09T18:40:03	C001132	S007730	page_view	P00023	/shop/outerwear	mobile	direct	25
EV00014403	2025-07-26T18:34:38		S007871	page_view	P00043	/shop/climbing-gear	mobile	direct	16
EV00014404	2025-07-08T18:39:11		S001698	page_view	P00217	/shop/tents	mobile	partner-guide	34
EV00014405	2025-11-15T21:24:36		S001669	page_view	P00159	/shop/sleeping-bags	desktop	email-june	8
EV00014406	2025-09-20T14:03:19		S007995	product_view	P00077	/shop/trail-safety	desktop	spring-trail	143
EV00014407	2025-05-28T20:47:06		S007481	search	P00066	/	mobile	social-retarget	21
EV00014408	2025-01-22T01:48:00	C001535	S008697	page_view	P00129	/shop/outerwear	mobile	organic	62
EV00014409	2025-08-29T09:14:54		S000849	page_view	P00166	/shop/outerwear	desktop	organic	12
EV00014410	2025-06-02T00:46:12		S005014	page_view	P00192	/shop/tents	mobile	organic	22
EV00014411	2025-05-29T19:51:40	C002420	S001329	add_to_cart	P00096	/shop/climbing-gear	mobile	spring-trail	53
EV00014412	2025-12-02T21:06:57	C001190	S000335	checkout_start	P00070	/checkout	desktop	partner-guide	258
EV00014413	2025-10-26T18:47:58	C000503	S003121	page_view	P00130	/shop/sleeping-bags	mobile	organic	21
EV00014414	2025-07-24T20:21:17	C000473	S007528	page_view	P00081	/shop/sleeping-bags	mobile	spring-trail	17
EV00014415	2025-11-18T11:46:39		S000402	search	P00135	/	mobile	social-retarget	16
EV00014416	2025-05-04T17:13:15	C001331	S005476	page_view	P00221	/	mobile	email-june	46
EV00014417	2025-05-23T08:50:41	C000971	S005684	page_view	P00192	/shop/hydration	mobile	organic	14
EV00014418	2025-01-03T20:38:45	C000339	S008897	product_view	P00145	/shop/outerwear	mobile	direct	407
EV00014419	2025-08-06T05:31:33		S004708	product_view	P00230	/shop/climbing-gear	tablet	organic	140
EV00014420	2025-12-02T21:40:29	C001504	S007593	search	P00225	/search	tablet	organic	15
EV00014421	2025-04-07T08:34:24	C002545	S003075	page_view	P00209	/shop/tents	mobile	direct	44
EV00014422	2025-10-23T08:25:53	C000447	S005951	add_to_cart	P00220	/shop/climbing-gear	mobile	organic	54
EV00014423	2025-06-01T10:12:58	C001840	S006929	product_view	P00061	/shop/sleeping-bags	mobile	email-june	47
EV00014424	2025-02-20T07:58:36		S002908	page_view	P00077	/deals	desktop	social-retarget	20
EV00014425	2025-01-15T19:10:45	C001664	S001832	page_view	P00185	/deals	mobile	direct	9
EV00014426	2025-09-22T05:21:30		S007936	page_view	P00024	/shop/outerwear	mobile	direct	34
EV00014427	2025-12-20T08:20:34		S007336	add_to_cart	P00082	/shop/outerwear	desktop	direct	117
EV00014428	2025-08-12T15:01:55	C002276	S000822	search	P00181	/	mobile	organic	7
EV00014429	2025-04-30T20:55:22	C000304	S004580	add_to_cart	P00005	/shop/tents	mobile	spring-trail	100
EV00014430	2025-11-04T17:53:22		S001468	add_to_cart	P00177	/shop/outerwear	desktop	email-june	105
EV00014431	2025-09-19T16:09:33	C001947	S007768	add_to_cart	P00073	/shop/sleeping-bags	tablet	organic	31
EV00014432	2025-08-25T20:50:18		S003931	purchase	P00154	/checkout	desktop	email-june	255
EV00014433	2025-12-25T17:35:33		S002640	product_view	P00037	/shop/trail-safety	mobile	organic	34
EV00014434	2025-07-10T07:10:32		S006010	page_view	P00161	/shop/climbing-gear	mobile	organic	33
EV00014435	2025-07-26T22:26:21	C000654	S003864	product_view	P00094	/shop/trail-safety	mobile	spring-trail	100
EV00014436	2025-04-12T11:20:17	C001268	S006651	purchase	P00170	/checkout	mobile	spring-trail	184
EV00014437	2025-09-29T16:07:45	C000945	S000459	search	P00013	/search	mobile	partner-guide	17
EV00014438	2025-04-13T02:42:05		S004513	page_view	P00237	/shop/climbing-gear	desktop	social-retarget	70
EV00014439	2025-08-10T22:13:31		S003671	search	P00124	/	mobile	spring-trail	43
EV00014440	2025-02-15T16:27:23	C001022	S003016	product_view	P00215	/shop/trail-safety	mobile	partner-guide	74
EV00014441	2025-01-04T09:06:00	C000674	S000543	page_view	P00173	/shop/climbing-gear	mobile	email-june	33
EV00014442	2025-11-02T16:19:09	C001870	S002542	page_view	P00070	/shop/outerwear	desktop	social-retarget	22
EV00014443	2025-07-13T13:27:41	C000687	S001831	page_view	P00131	/shop/climbing-gear	desktop	direct	25
EV00014444	2025-08-30T21:49:21	C002564	S005937	page_view	P00092	/shop/hydration	desktop	email-june	19
EV00014445	2025-11-12T08:39:20	C000056	S003317	page_view	P00116	/shop/climbing-gear	mobile	spring-trail	22
EV00014446	2025-03-21T00:39:50		S008981	page_view	P00112	/shop/sleeping-bags	tablet	social-retarget	32
EV00014447	2025-03-13T04:44:38	C001792	S004960	checkout_start	P00202	/checkout	mobile	organic	94
EV00014448	2025-02-18T18:00:33	C001640	S006853	support_click	P00190	/support	mobile	direct	100
EV00014449	2025-11-28T10:08:39		S007040	search	P00215	/	mobile	direct	16
EV00014450	2025-10-22T03:00:03	C002316	S006417	add_to_cart	P00023	/shop/climbing-gear	mobile	spring-trail	65
EV00014451	2025-08-06T13:40:31		S008560	page_view	P00030	/deals	desktop	organic	43
EV00014452	2025-08-24T11:48:50	C002172	S005637	support_click	P00074	/support	mobile	email-june	98
EV00014453	2025-04-15T18:24:52		S007469	search	P00169	/	desktop	direct	34
EV00014454	2025-01-09T21:34:38		S005487	add_to_cart	P00191	/shop/sleeping-bags	mobile	email-june	41
EV00014455	2025-10-21T15:18:39	C001350	S000195	product_view	P00007	/shop/outerwear	desktop	direct	142
EV00014456	2025-01-26T21:12:27	C001961	S004071	page_view	P00057	/	desktop	spring-trail	41
EV00014457	2025-08-31T02:51:41		S003235	search	P00041	/	mobile	spring-trail	21
EV00014458	2025-12-14T21:37:13		S008728	page_view	P00157	/shop/climbing-gear	mobile	partner-guide	10
EV00014459	2025-09-25T13:22:23		S006650	product_view	P00195	/shop/climbing-gear	mobile	direct	48
EV00014460	2025-08-23T15:38:53	C002273	S004020	support_click	P00087	/support	desktop	email-june	229
EV00014461	2025-05-03T15:45:21	C000124	S001148	page_view	P00233	/shop/sleeping-bags	mobile	direct	19
EV00014462	2025-08-03T13:30:30	C002282	S008626	page_view	P00164	/shop/sleeping-bags	mobile	email-june	20
EV00014463	2025-07-02T21:29:53	C000162	S001500	support_click	P00121	/support	mobile	email-june	102
EV00014464	2025-12-24T15:10:45		S006877	page_view	P00090	/shop/outerwear	mobile	direct	28
EV00014465	2025-09-28T09:23:18	C000550	S003298	page_view	P00050	/shop/sleeping-bags	desktop	partner-guide	13
EV00014466	2025-05-02T04:16:51	C001469	S003495	page_view	P00176	/shop/hydration	mobile	social-retarget	23
EV00014467	2025-10-25T14:39:11		S000516	product_view	P00165	/shop/climbing-gear	mobile	direct	35
EV00014468	2025-05-27T08:47:14	C002320	S002848	add_to_cart	P00003	/shop/outerwear	desktop	social-retarget	60
EV00014469	2025-05-19T16:15:29	C002120	S008230	add_to_cart	P00071	/shop/sleeping-bags	mobile	organic	17
EV00014470	2025-12-14T20:37:12		S008943	product_view	P00118	/shop/climbing-gear	mobile	organic	74
EV00014471	2025-03-26T19:07:30	C002600	S000973	support_click	P00039	/support	mobile	organic	38
EV00014472	2025-12-24T22:10:08	C000292	S008343	page_view	P00240	/shop/climbing-gear	mobile	organic	37
EV00014473	2025-05-27T18:03:22		S001244	page_view	P00157	/	mobile	email-june	16
EV00014474	2025-02-09T12:11:20	C001225	S002615	product_view	P00185	/shop/sleeping-bags	mobile	social-retarget	46
EV00014475	2025-07-05T14:01:41	C001554	S008222	page_view	P00115	/shop/outerwear	tablet	social-retarget	29
EV00014476	2025-05-07T14:24:53	C001568	S000601	add_to_cart	P00230	/shop/hydration	desktop	direct	36
EV00014477	2025-02-01T08:15:15	C001355	S001536	page_view	P00091	/shop/hydration	mobile	partner-guide	41
EV00014478	2025-11-30T16:48:33	C001664	S001580	page_view	P00091	/shop/hydration	desktop	email-june	34
EV00014479	2025-11-22T21:07:59	C002132	S008638	checkout_start	P00008	/checkout	mobile	partner-guide	206
EV00014480	2025-02-12T16:52:32	C002032	S005480	page_view	P00143	/shop/outerwear	mobile	email-june	12
EV00014481	2025-07-08T16:37:55		S006400	search	P00031	/	mobile	partner-guide	18
EV00014482	2025-01-06T19:43:19	C000409	S004188	add_to_cart	P00140	/shop/sleeping-bags	desktop	organic	70
EV00014483	2025-02-09T19:24:23		S008431	page_view	P00209	/shop/climbing-gear	desktop	social-retarget	40
EV00014484	2025-01-13T19:26:34	C002194	S006103	checkout_start	P00227	/checkout	mobile	social-retarget	64
EV00014485	2025-12-17T20:36:05	C000475	S005851	page_view	P00212	/	mobile	direct	17
EV00014486	2025-02-13T13:54:16		S008355	product_view	P00011	/shop/outerwear	mobile	social-retarget	74
EV00014487	2025-01-03T19:03:00	C002504	S002290	page_view	P00075	/shop/hydration	desktop	spring-trail	39
EV00014488	2025-08-31T16:32:53	C002255	S001109	purchase	P00171	/checkout	mobile	partner-guide	175
EV00014489	2025-05-10T23:09:51	C001158	S004891	product_view	P00078	/shop/trail-safety	mobile	social-retarget	33
EV00014490	2025-01-12T09:35:46	C001696	S000977	page_view	P00086	/shop/outerwear	mobile	direct	24
EV00014491	2025-10-05T08:34:06	C001503	S008816	page_view	P00046	/deals	tablet	email-june	32
EV00014492	2025-11-19T17:36:23	C001342	S000893	page_view	P00071	/shop/climbing-gear	mobile	organic	25
EV00014493	2025-10-09T10:17:16		S001601	checkout_start	P00023	/checkout	desktop	social-retarget	74
EV00014494	2025-02-07T16:53:12	C001249	S006014	search	P00188	/	mobile	direct	28
EV00014495	2025-06-03T13:17:56	C001940	S006605	page_view	P00065	/shop/hydration	mobile	organic	25
EV00014496	2025-07-11T23:43:07	C001588	S000558	page_view	P00168	/shop/sleeping-bags	desktop	direct	53
EV00014497	2025-05-23T12:13:43		S003664	search	P00202	/	mobile	email-june	15
EV00014498	2025-04-09T12:46:13	C002195	S002687	product_view	P00036	/shop/trail-safety	mobile	partner-guide	68
EV00014499	2025-10-23T21:28:32	C000959	S000268	purchase	P00199	/checkout	mobile	organic	125
EV00014500	2025-11-13T18:44:02	C001556	S005072	search	P00039	/search	desktop	social-retarget	31
EV00014501	2025-02-06T09:28:57	C000396	S008517	support_click	P00172	/support	tablet	social-retarget	71
EV00014502	2025-02-07T16:49:42	C001099	S003388	page_view	P00195	/	desktop	spring-trail	20
EV00014503	2025-05-14T11:54:54	C002338	S007358	page_view	P00218	/shop/tents	mobile	organic	14
EV00014504	2025-03-15T20:51:53		S004950	product_view	P00127	/shop/tents	desktop	spring-trail	52
EV00014505	2025-09-30T07:05:10	C001923	S000377	search	P00045	/search	mobile	organic	10
EV00014506	2025-09-13T14:56:25		S008594	product_view	P00133	/shop/hydration	mobile	spring-trail	42
EV00014507	2025-03-03T19:53:39	C001544	S004705	product_view	P00095	/shop/outerwear	mobile	email-june	186
EV00014508	2025-02-11T14:01:06	C002345	S006866	product_view	P00201	/shop/sleeping-bags	desktop	partner-guide	172
EV00014509	2025-08-31T08:57:24	C000517	S001031	support_click	P00234	/support	desktop	social-retarget	76
EV00014510	2025-08-13T13:17:14	C002282	S004065	add_to_cart	P00212	/shop/climbing-gear	tablet	social-retarget	44
EV00014511	2025-11-08T14:18:04		S001442	page_view	P00072	/shop/outerwear	mobile	spring-trail	17
EV00014512	2025-05-09T17:02:57	C002259	S007305	search	P00203	/	mobile	organic	38
EV00014513	2025-03-15T16:30:37	C001684	S006080	page_view	P00031	/shop/sleeping-bags	mobile	spring-trail	34
EV00014514	2025-11-27T17:38:44	C001401	S003978	page_view	P00143	/shop/tents	desktop	social-retarget	28
EV00014515	2025-07-02T08:59:54	C002428	S002608	support_click	P00088	/support	mobile	organic	97
EV00014516	2025-05-24T22:42:43	C001297	S002342	page_view	P00023	/shop/outerwear	desktop	spring-trail	43
EV00014517	2025-09-01T23:20:35	C000553	S004691	product_view	P00108	/shop/outerwear	mobile	organic	95
EV00014518	2025-06-10T16:21:53	C001783	S003430	product_view	P00068	/shop/trail-safety	desktop	organic	128
EV00014519	2025-06-20T18:49:59		S007284	page_view	P00071	/shop/sleeping-bags	mobile	organic	18
EV00014520	2025-01-04T21:30:27		S007507	page_view	P00124	/shop/hydration	desktop	spring-trail	31
EV00014521	2025-08-25T09:15:29		S005711	purchase	P00174	/checkout	mobile	direct	210
EV00014522	2025-12-04T19:54:41	C000281	S008727	product_view	P00202	/shop/hydration	desktop	spring-trail	81
EV00014523	2025-12-08T09:14:28		S007772	page_view	P00177	/shop/sleeping-bags	mobile	spring-trail	37
EV00014524	2025-06-16T10:29:27	C001936	S003521	product_view	P00151	/shop/trail-safety	mobile	partner-guide	63
EV00014525	2025-04-12T11:51:55	C000004	S005015	search	P00070	/	mobile	organic	13
EV00014526	2025-07-10T10:38:23	C002201	S007844	page_view	P00063	/	mobile	partner-guide	23
EV00014527	2025-06-24T21:19:38		S004582	page_view	P00104	/shop/climbing-gear	mobile	email-june	21
EV00014528	2025-07-04T19:42:06	C001577	S002445	page_view	P00037	/shop/climbing-gear	mobile	social-retarget	13
EV00014529	2025-05-02T18:37:24	C000377	S001394	checkout_start	P00101	/checkout	tablet	social-retarget	184
EV00014530	2025-12-17T20:08:13	C000486	S001172	support_click	P00160	/support	mobile	social-retarget	104
EV00014531	2025-08-30T17:14:01	C001211	S002020	product_view	P00038	/shop/tents	mobile	social-retarget	65
EV00014532	2025-10-27T14:57:42	C000367	S001085	purchase	P00196	/checkout	mobile	email-june	113
EV00014533	2025-08-02T11:54:57		S008386	product_view	P00134	/shop/outerwear	desktop	email-june	68
EV00014534	2025-09-15T23:11:49	C000951	S002179	search	P00012	/search	mobile	social-retarget	31
EV00014535	2025-10-06T12:00:29		S003128	product_view	P00029	/shop/hydration	mobile	direct	95
EV00014536	2025-08-02T22:46:15		S004646	add_to_cart	P00063	/shop/hydration	mobile	direct	29
EV00014537	2025-09-03T12:49:28	C000648	S008384	product_view	P00221	/shop/outerwear	mobile	partner-guide	76
EV00014538	2025-05-07T07:50:42	C000979	S008153	page_view	P00020	/shop/climbing-gear	mobile	spring-trail	13
EV00014539	2025-02-24T18:50:51	C000124	S002781	add_to_cart	P00103	/shop/climbing-gear	desktop	spring-trail	20
EV00014540	2025-11-30T07:16:22	C000806	S002890	support_click	P00095	/support	desktop	direct	151
EV00014541	2025-03-07T18:59:04	C000873	S006203	page_view	P00209	/shop/hydration	mobile	email-june	37
EV00014542	2025-06-30T09:21:03	C001400	S002684	page_view	P00131	/shop/outerwear	desktop	social-retarget	26
EV00014543	2025-09-18T14:40:51		S004641	search	P00179	/search	mobile	social-retarget	22
EV00014544	2025-03-19T14:30:13	C000017	S002329	page_view	P00153	/deals	desktop	partner-guide	60
EV00014545	2025-12-02T10:44:14		S001843	page_view	P00233	/shop/sleeping-bags	mobile	spring-trail	18
EV00014546	2025-10-27T23:50:57	C000477	S006977	support_click	P00087	/support	desktop	direct	194
EV00014547	2025-02-09T18:29:58	C000140	S007587	add_to_cart	P00230	/shop/sleeping-bags	mobile	direct	83
EV00014548	2025-11-26T15:34:20		S002722	page_view	P00213	/shop/outerwear	mobile	social-retarget	20
EV00014549	2025-10-08T16:16:38	C000309	S002021	checkout_start	P00146	/checkout	tablet	social-retarget	132
EV00014550	2025-06-24T10:42:50		S008553	search	P00086	/	mobile	social-retarget	14
EV00014551	2025-04-24T12:19:50		S003761	product_view	P00112	/shop/outerwear	mobile	email-june	51
EV00014552	2025-05-20T19:41:47		S007437	search	P00096	/search	mobile	partner-guide	12
EV00014553	2025-03-04T18:48:09	C000908	S005028	support_click	P00082	/support	desktop	organic	158
EV00014554	2025-12-25T15:37:43	C002565	S005405	product_view	P00003	/shop/climbing-gear	tablet	organic	50
EV00014555	2025-11-27T00:46:50	C002377	S000696	page_view	P00235	/shop/sleeping-bags	desktop	social-retarget	33
EV00014556	2025-07-22T22:02:44	C000027	S000151	page_view	P00015	/shop/climbing-gear	tablet	direct	32
EV00014557	2025-01-22T18:59:39	C002513	S003100	search	P00095	/search	mobile	direct	36
EV00014558	2025-08-23T12:40:50		S002322	checkout_start	P00072	/checkout	desktop	spring-trail	245
EV00014559	2025-09-08T22:38:19	C000951	S006357	page_view	P00198	/shop/tents	mobile	direct	8
EV00014560	2025-11-28T17:16:31	C002029	S007191	add_to_cart	P00202	/shop/hydration	mobile	spring-trail	54
EV00014561	2025-04-29T20:23:09	C000158	S007970	page_view	P00097	/shop/climbing-gear	desktop	partner-guide	16
EV00014562	2025-12-06T16:24:12	C000468	S000669	page_view	P00047	/shop/tents	mobile	direct	16
EV00014563	2025-02-16T18:45:27	C002411	S002092	page_view	P00063	/shop/hydration	tablet	organic	25
EV00014564	2025-01-04T12:43:38		S004260	page_view	P00011	/	desktop	social-retarget	55
EV00014565	2025-04-15T09:30:18	C000870	S004817	search	P00069	/search	mobile	organic	8
EV00014566	2025-09-16T09:05:59	C001043	S004375	product_view	P00073	/shop/trail-safety	mobile	direct	39
EV00014567	2025-06-23T22:47:31	C000129	S007224	product_view	P00177	/shop/climbing-gear	mobile	email-june	66
EV00014568	2025-04-29T16:29:34		S006083	purchase	P00142	/checkout	desktop	social-retarget	449
EV00014569	2025-05-21T18:22:54		S003581	search	P00004	/	mobile	partner-guide	30
EV00014570	2025-02-13T08:01:28		S003318	page_view	P00113	/shop/outerwear	desktop	social-retarget	24
EV00014571	2025-03-12T13:43:30	C000418	S001689	product_view	P00033	/shop/hydration	mobile	social-retarget	50
EV00014572	2025-06-02T23:01:35	C000743	S001280	search	P00120	/	mobile	organic	24
EV00014573	2025-05-30T09:33:35		S005917	page_view	P00217	/	mobile	spring-trail	39
EV00014574	2025-02-06T18:31:01	C001522	S008116	add_to_cart	P00202	/shop/sleeping-bags	mobile	direct	22
EV00014575	2025-10-24T18:47:02	C002371	S005059	add_to_cart	P00114	/shop/hydration	mobile	organic	31
EV00014576	2025-07-23T11:28:50		S000368	search	P00129	/search	desktop	direct	18
EV00014577	2025-12-07T13:28:29		S007270	search	P00128	/search	mobile	spring-trail	18
EV00014578	2025-01-21T19:08:09		S004198	page_view	P00109	/shop/sleeping-bags	desktop	organic	23
EV00014579	2025-07-25T20:49:00		S002881	search	P00058	/	desktop	spring-trail	11
EV00014580	2025-10-25T01:37:09	C000580	S001014	page_view	P00165	/shop/hydration	mobile	direct	31
EV00014581	2025-05-05T15:23:08	C001425	S000145	page_view	P00150	/	desktop	direct	19
EV00014582	2025-03-17T16:52:18		S006677	add_to_cart	P00147	/shop/hydration	tablet	spring-trail	70
EV00014583	2025-11-02T18:13:21	C000070	S005491	page_view	P00152	/	desktop	direct	25
EV00014584	2025-10-20T22:56:29		S002380	page_view	P00180	/shop/tents	desktop	direct	43
EV00014585	2025-04-28T08:45:54		S003447	add_to_cart	P00152	/shop/outerwear	desktop	direct	55
EV00014586	2025-02-06T19:02:09	C001322	S006494	add_to_cart	P00187	/shop/sleeping-bags	mobile	direct	61
EV00014587	2025-06-27T07:34:19		S003520	add_to_cart	P00188	/shop/sleeping-bags	mobile	direct	27
EV00014588	2025-02-07T05:39:52	C000505	S008956	page_view	P00054	/deals	desktop	direct	50
EV00014589	2025-08-10T11:26:25	C000848	S005225	page_view	P00107	/shop/sleeping-bags	mobile	direct	22
EV00014590	2025-03-04T18:32:02	C000626	S002477	checkout_start	P00140	/checkout	desktop	organic	121
EV00014591	2025-09-16T20:18:44	C002131	S001650	page_view	P00149	/shop/climbing-gear	mobile	organic	31
EV00014592	2025-11-13T19:37:11		S004835	search	P00195	/	desktop	social-retarget	31
EV00014593	2025-12-27T08:34:26	C001963	S006722	search	P00210	/search	desktop	organic	16
EV00014594	2025-12-27T19:37:17		S004220	page_view	P00162	/shop/sleeping-bags	mobile	spring-trail	47
EV00014595	2025-01-08T08:36:57		S004725	purchase	P00061	/checkout	mobile	organic	134
EV00014596	2025-11-08T08:35:44	C002552	S000907	support_click	P00015	/support	desktop	partner-guide	245
EV00014597	2025-09-01T21:43:58	C001209	S005454	add_to_cart	P00131	/shop/hydration	mobile	spring-trail	38
EV00014598	2025-02-25T19:01:50	C000839	S004175	search	P00169	/	mobile	organic	16
EV00014599	2025-06-02T14:20:57	C001240	S008160	search	P00080	/	tablet	email-june	28
EV00014600	2025-12-11T12:25:33	C001536	S004905	page_view	P00186	/shop/tents	desktop	organic	41
EV00014601	2025-06-15T14:13:14		S003724	page_view	P00133	/	mobile	direct	32
EV00014602	2025-10-28T19:24:17	C001623	S005200	search	P00220	/search	mobile	spring-trail	20
EV00014603	2025-01-19T23:33:43	C001478	S000803	product_view	P00208	/shop/climbing-gear	desktop	direct	52
EV00014604	2025-01-03T09:15:20		S003280	support_click	P00127	/support	mobile	social-retarget	144
EV00014605	2025-08-15T21:25:40		S000089	page_view	P00156	/shop/sleeping-bags	mobile	organic	39
EV00014606	2025-04-24T20:49:36		S002185	page_view	P00100	/shop/climbing-gear	mobile	direct	16
EV00014607	2025-07-10T13:00:40	C000663	S007854	add_to_cart	P00178	/shop/tents	desktop	organic	44
EV00014608	2025-01-11T10:03:27		S006064	product_view	P00151	/shop/trail-safety	mobile	spring-trail	74
EV00014609	2025-10-15T21:11:30		S006610	page_view	P00115	/deals	desktop	spring-trail	35
EV00014610	2025-04-06T20:28:17		S003757	product_view	P00066	/shop/outerwear	desktop	partner-guide	88
EV00014611	2025-09-15T15:41:48		S006002	search	P00156	/	mobile	organic	10
EV00014612	2025-06-23T10:34:41	C000795	S008825	checkout_start	P00103	/checkout	desktop	direct	300
EV00014613	2025-04-07T22:01:01		S000273	checkout_start	P00233	/checkout	mobile	spring-trail	148
EV00014614	2025-04-21T11:47:06	C002357	S001104	page_view	P00066	/	mobile	organic	12
EV00014615	2025-02-23T10:11:14	C000953	S008185	product_view	P00192	/shop/sleeping-bags	mobile	partner-guide	31
EV00014616	2025-11-03T18:42:00		S008425	add_to_cart	P00050	/shop/hydration	mobile	organic	26
